afrsil1\XC125458_10,52.7322998046875
afrsil1\XC125458_15,56.2784423828125
afrsil1\XC125458_5,51.71514892578125
afrsil1\XC175522_15,50.9176025390625
afrsil1\XC175522_20,53.008514404296875
afrsil1\XC175522_25,50.8935546875
afrsil1\XC175522_30,50.510162353515625
afrsil1\XC175522_40,57.19781494140625
afrsil1\XC175522_45,53.078826904296875
afrsil1\XC175522_50,52.60833740234375
afrsil1\XC205893_10,55.372467041015625
afrsil1\XC205893_100,64.68722534179688
afrsil1\XC205893_105,69.5965576171875
afrsil1\XC205893_110,72.93844604492188
afrsil1\XC205893_15,59.58642578125
afrsil1\XC205893_20,58.07659912109375
afrsil1\XC205893_25,58.968963623046875
afrsil1\XC205893_30,55.360809326171875
afrsil1\XC205893_35,72.81121826171875
afrsil1\XC205893_40,67.86465454101562
afrsil1\XC205893_45,54.41766357421875
afrsil1\XC205893_5,59.493621826171875
afrsil1\XC205893_50,52.34259033203125
afrsil1\XC205893_55,53.96417236328125
afrsil1\XC205893_60,54.719573974609375
afrsil1\XC205893_65,54.276641845703125
afrsil1\XC205893_70,68.35858154296875
afrsil1\XC205893_75,55.934661865234375
afrsil1\XC205893_80,82.33309936523438
afrsil1\XC205893_85,54.150115966796875
afrsil1\XC205893_90,60.055938720703125
afrsil1\XC205893_95,64.84078979492188
afrsil1\XC207431_5,59.349853515625
afrsil1\XC207432_5,64.73605346679688
afrsil1\XC209513_10,53.37762451171875
afrsil1\XC209513_15,50.090118408203125
afrsil1\XC209513_20,51.613128662109375
afrsil1\XC209513_25,52.659759521484375
afrsil1\XC209513_30,56.1473388671875
afrsil1\XC209513_35,58.607574462890625
afrsil1\XC209513_40,57.978607177734375
afrsil1\XC209513_5,57.1904296875
afrsil1\XC234994_10,50.270965576171875
afrsil1\XC234994_15,50.05426025390625
afrsil1\XC234994_5,53.913665771484375
afrsil1\XC317039_10,58.917327880859375
afrsil1\XC317039_15,66.215087890625
afrsil1\XC317039_25,53.0841064453125
afrsil1\XC317039_35,52.6300048828125
afrsil1\XC317039_40,50.710418701171875
afrsil1\XC317039_5,58.412811279296875
afrsil1\XC322742_10,56.547821044921875
afrsil1\XC322742_15,60.459716796875
afrsil1\XC322742_20,65.98992919921875
afrsil1\XC322742_25,54.599273681640625
afrsil1\XC322742_30,54.51092529296875
afrsil1\XC322742_35,57.300811767578125
afrsil1\XC322742_5,53.03790283203125
afrsil1\XC344134_10,61.752716064453125
afrsil1\XC344134_15,67.40887451171875
afrsil1\XC344134_20,61.413665771484375
afrsil1\XC344134_25,67.00540161132812
afrsil1\XC344134_30,73.27615356445312
afrsil1\XC344134_35,76.36163330078125
afrsil1\XC344134_5,64.39181518554688
afrsil1\XC371226_10,81.1181640625
afrsil1\XC371226_15,81.43423461914062
afrsil1\XC371226_5,62.09930419921875
afrsil1\XC395771_10,62.453033447265625
afrsil1\XC395771_15,59.941436767578125
afrsil1\XC395771_20,71.76492309570312
afrsil1\XC395771_25,67.72256469726562
afrsil1\XC395771_30,67.77883911132812
afrsil1\XC395771_5,68.44586181640625
afrsil1\XC445331_10,57.5484619140625
afrsil1\XC445331_15,58.321075439453125
afrsil1\XC445331_5,51.9892578125
afrsil1\XC597072_15,56.43560791015625
afrsil1\XC597072_20,53.229827880859375
afrsil1\XC597072_30,52.93170166015625
afrsil1\XC597072_35,51.94927978515625
afrsil1\XC650014_25,52.62298583984375
akekee\XC174953_5,60.91729736328125
akekee\XC174954_10,55.132843017578125
akekee\XC174954_5,50.008209228515625
akekee\XC210201_10,50.25335693359375
akekee\XC210201_20,58.364349365234375
akekee\XC210201_50,56.894500732421875
akekee\XC210201_65,51.108154296875
akekee\XC210201_80,57.06109619140625
akekee\XC219961_10,58.34942626953125
akekee\XC219961_15,68.41995239257812
akekee\XC219961_20,62.768585205078125
akekee\XC219961_25,74.3079833984375
akekee\XC219961_30,50.832794189453125
akekee\XC219961_35,67.2015380859375
akekee\XC219961_40,71.57992553710938
akekee\XC219961_45,71.89837646484375
akekee\XC219961_5,74.60977172851562
akekee\XC219961_50,69.28594970703125
akekee\XC219961_55,67.62847900390625
akekee\XC219961_60,63.220123291015625
akekee\XC27306_100,57.855682373046875
akekee\XC27306_105,51.31036376953125
akekee\XC27306_110,56.3505859375
akekee\XC27306_115,60.963104248046875
akekee\XC27306_120,54.634002685546875
akekee\XC27306_125,58.43939208984375
akekee\XC27306_130,50.020538330078125
akekee\XC27306_140,54.299713134765625
akekee\XC27306_145,53.477813720703125
akekee\XC27306_15,66.775634765625
akekee\XC27306_155,56.2059326171875
akekee\XC27306_160,62.70550537109375
akekee\XC27306_165,61.167633056640625
akekee\XC27306_170,61.66668701171875
akekee\XC27306_20,58.892120361328125
akekee\XC27306_25,52.2847900390625
akekee\XC27306_30,56.846160888671875
akekee\XC27306_35,53.760986328125
akekee\XC27306_40,51.37493896484375
akekee\XC27306_45,60.96429443359375
akekee\XC27306_5,52.402618408203125
akekee\XC27306_60,68.93118286132812
akekee\XC27306_65,53.49591064453125
akekee\XC27306_70,60.16363525390625
akekee\XC27306_75,60.539215087890625
akekee\XC27306_95,55.033905029296875
akekee\XC27320_10,58.20440673828125
akekee\XC27320_15,54.90948486328125
akekee\XC27320_20,53.5233154296875
akekee\XC27320_5,58.803070068359375
akepa1\XC122473_10,50.567840576171875
akepa1\XC122473_110,54.17266845703125
akepa1\XC122473_115,50.2183837890625
akepa1\XC122473_120,59.061553955078125
akepa1\XC122473_125,50.01849365234375
akepa1\XC122473_130,55.25653076171875
akepa1\XC122473_135,51.85601806640625
akepa1\XC122473_140,52.956329345703125
akepa1\XC122473_145,53.699310302734375
akepa1\XC122473_15,52.306182861328125
akepa1\XC122473_20,57.813629150390625
akepa1\XC122473_25,58.266937255859375
akepa1\XC122473_30,57.251861572265625
akepa1\XC122473_45,52.795196533203125
akepa1\XC122473_50,54.94464111328125
akepa1\XC122473_60,66.63958740234375
akepa1\XC122473_65,50.787109375
akepa1\XC122473_70,65.41085815429688
akepa1\XC122473_75,55.2884521484375
akepa1\XC122473_85,60.18988037109375
akepa1\XC122473_90,56.275543212890625
akepa1\XC122473_95,52.341522216796875
